Age,Gender,Education Level,Job Title,Years of Experience,Salary
33.0,male,bachelor's degree,front end developer,9.0,117904.0
36.0,female,master's degree,senior project engineer,11.0,134482.0
54.0,male,phd,software engineer manager,30.0,184660.0
30.0,female,bachelor's degree,senior software engineer,5.0,100151.0
26.0,male,master's degree,full stack engineer,3.0,88678.0
45.0,female,phd,senior project engineer,21.0,181285.0
38.0,male,master's degree,software engineer manager,16.0,154990.0
31.0,female,bachelor's degree,full stack engineer,7.0,108204.0
42.0,male,master's degree,senior software engineer,19.0,175684.0
28.0,female,bachelor's degree,back end developer,5.0,77766.0
48.0,male,phd,software engineer manager,24.0,192211.0
36.0,female,master's degree,full stack engineer,13.0,144647.0
43.0,male,bachelor's degree,senior project engineer,20.0,162231.0
33.0,female,master's degree,front end developer,9.0,121120.0
26.0,male,bachelor's degree,full stack engineer,4.0,79652.0
50.0,female,master's degree,senior software engineer,21.0,177002.0
27.0,male,master's degree,back end developer,5.0,87584.0
38.0,female,bachelor's degree,senior project engineer,13.0,131860.0
54.0,male,phd,software engineer manager,28.0,182013.0
31.0,female,master's degree,full stack engineer,7.0,108799.0
36.0,male,bachelor's degree,senior software engineer,13.0,135378.0
45.0,female,master's degree,software engineer manager,22.0,183530.0
42.0,male,bachelor's degree,back end developer,18.0,150901.0
28.0,female,master's degree,full stack engineer,4.0,82697.0
48.0,male,phd,senior software engineer,26.0,194638.0
36.0,female,master's degree,senior project engineer,12.0,130356.0
43.0,male,bachelor's degree,full stack engineer,18.0,152560.0
33.0,female,master's degree,front end developer,9.0,121432.0
26.0,male,bachelor's degree,back end developer,2.0,63789.0
50.0,female,master's degree,senior software engineer,23.0,183690.0
41.0,male,phd,software engineer manager,16.0,151310.0
29.0,female,bachelor's degree,full stack engineer,6.0,100358.0
38.0,male,master's degree,senior software engineer,15.0,148437.0
48.0,female,bachelor's degree,senior project engineer,22.0,168691.0
31.0,male,master's degree,full stack engineer,8.0,
28.0,male,bachelor's degree,software developer,1.0,50000.0
32.0,female,master's degree,product manager,5.0,100000.0
26.0,male,bachelor's degree,software engineer,2.0,60000.0
33.0,female,master's degree,data analyst,6.0,90000.0
29.0,male,bachelor's degree,front end developer,3.0,70000.0
42.0,male,phd,director of data science,12.0,170000.0
36.0,female,master's degree,data scientist,8.0,130000.0
27.0,male,bachelor's degree,software developer,1.0,50000.0
34.0,female,master's degree,product manager,7.0,120000.0
29.0,male,bachelor's degree,software engineer,4.0,80000.0
41.0,female,phd,senior data scientist,16.0,200000.0
36.0,male,phd,director of data science,12.0,170000.0
30.0,female,bachelor's degree,software engineer,4.0,80000.0
28.0,male,master's degree,web developer,5.0,80000.0
30.0,female,bachelor's degree,junior hr coordinator,4.0,60000.0
25.0,male,bachelor's degree,junior web developer,2.0,50000.0
45.0,female,master's degree,senior human resources manager,18.0,160000.0
33.0,male,phd,director of hr,9.0,120000.0
22.0,female,high school,junior hr generalist,0.0,40000.0
36.0,male,bachelor's degree,web developer,10.0,100000.0
29.0,female,master's degree,senior hr generalist,4.0,75000.0
42.0,male,phd,director of hr,16.0,140000.0
27.0,female,bachelor's degree,junior hr coordinator,2.0,50000.0
38.0,male,master's degree,senior human resources manager,11.0,110000.0
24.0,female,bachelor's degree,web developer,1.0,45000.0
31.0,male,high school,junior web developer,4.0,55000.0
39.0,female,phd,director of hr,13.0,130000.0
26.0,male,bachelor's degree,junior hr generalist,2.0,50000.0
32.0,female,master's degree,senior hr generalist,7.0,80000.0
32.0,male,bachelor's degree,junior web developer,2.0,45000.0
24.0,female,high school,junior hr generalist,1.0,32000.0
45.0,male,phd,senior human resources manager,12.0,120000.0
29.0,female,master's degree,web developer,4.0,65000.0
38.0,male,bachelor's degree,senior hr generalist,8.0,95000.0
27.0,female,master's degree,director of hr,5.0,80000.0
31.0,female,high school,junior hr coordinator,3.0,38000.0
42.0,male,master's degree,web developer,10.0,110000.0
26.0,female,bachelor's degree,junior web developer,2.0,45000.0
36.0,male,master's degree,senior hr generalist,7.0,89000.0
28.0,male,high school,junior hr generalist,1.0,32000.0
33.0,female,bachelor's degree,web developer,5.0,70000.0
46.0,male,phd,director of hr,15.0,150000.0
25.0,female,bachelor's degree,junior web developer,1.0,40000.0
37.0,female,master's degree,senior human resources manager,9.0,105000.0
30.0,male,master's degree,web developer,4.0,65000.0
43.0,female,phd,director of hr,14.0,140000.0
34.0,male,bachelor's degree,junior web developer,3.0,50000.0
26.0,female,high school,junior hr generalist,2.0,35000.0
41.0,male,master's degree,senior hr generalist,11.0,115000.0
29.0,female,master's degree,web developer,5.0,70000.0
35.0,male,bachelor's degree,web developer,6.0,80000.0
27.0,female,high school,junior hr coordinator,1.0,30000.0
40.0,male,phd,director of hr,13.0,135000.0
23.0,female,bachelor's degree,junior web developer,1.0,40000.0
39.0,male,master's degree,senior hr generalist,10.0,105000.0
31.0,male,high school,junior hr generalist,2.0,35000.0
44.0,female,phd,senior human resources manager,12.0,120000.0
28.0,male,master's degree,web developer,3.0,55000.0
32.0,female,bachelor's degree,junior web developer,2.0,45000.0
45.0,male,master's degree,director of hr,14.0,140000.0
26.0,female,bachelor's degree,web developer,3.0,55000.0
38.0,male,phd,senior human resources manager,11.0,115000.0
27.0,female,master's degree,senior hr generalist,4.0,70000.0
33.0,male,high school,junior hr coordinator,3.0,38000.0
42.0,female,master's degree,director of hr,13.0,135000.0
29.0,male,bachelor's degree,junior web developer,2.0,45000.0
36.0,female,master's degree,web developer,7.0,85000.0
30.0,male,high school,junior hr generalist,1.0,32000.0
43.0,female,phd,senior human resources manager,15.0,150000.0
34.0,male,bachelor's degree,web developer,4.0,65000.0
25.0,female,master's degree,junior hr generalist,1.0,32000.0
37.0,male,phd,director of hr,12.0,120000.0
24.0,female,bachelor's degree,junior web developer,1.0,40000.0
39.0,male,master's degree,senior hr generalist,9.0,95000.0
44.0,female,phd,director of hr,14.0,140000.0
28.0,male,bachelor's degree,web developer,3.0,55000.0
32.0,female,master's degree,senior human resources manager,6.0,80000.0
45.0,male,phd,director of hr,13.0,135000.0
38.0,male,master's degree,senior hr generalist,8.0,95000.0
27.0,female,high school,junior hr generalist,1.0,32000.0
33.0,male,bachelor's degree,web developer,5.0,70000.0
42.0,female,master's degree,director of hr,12.0,120000.0
29.0,male,master's degree,senior human resources manager,4.0,70000.0
30.0,male,high school,junior hr coordinator,2.0,33000.0
37.0,male,phd,director of hr,11.0,115000.0
24.0,female,bachelor's degree,web developer,1.0,40000.0
44.0,female,phd,director of hr,13.0,135000.0
28.0,male,bachelor's degree,web developer,4.0,65000.0
45.0,male,phd,director of hr,14.0,140000.0
28.0,male,bachelor's degree,software engineer,3.0,60000.0
37.0,female,master's degree,marketing manager,9.0,100000.0
43.0,male,phd,data scientist,15.0,150000.0
31.0,female,bachelor's degree,human resources coordinator,4.0,55000.0
24.0,male,high school,junior sales associate,1.0,30000.0
29.0,female,master's degree,software developer,5.0,70000.0
35.0,male,bachelor's degree,operations manager,8.0,90000.0
26.0,female,master's degree,marketing coordinator,2.0,40000.0
42.0,male,phd,data scientist,12.0,130000.0
34.0,female,bachelor's degree,human resources manager,6.0,75000.0
27.0,male,high school,junior sales associate,2.0,35000.0
38.0,female,master's degree,marketing manager,10.0,110000.0
30.0,male,bachelor's degree,software engineer,4.0,65000.0
45.0,male,phd,data scientist,18.0,180000.0
25.0,female,bachelor's degree,junior software developer,1.0,35000.0
40.0,female,master's degree,human resources manager,11.0,120000.0
33.0,male,bachelor's degree,operations manager,6.0,75000.0
29.0,female,high school,junior sales associate,1.0,30000.0
44.0,male,phd,data scientist,16.0,160000.0
26.0,male,bachelor's degree,software developer,3.0,60000.0
36.0,female,master's degree,marketing coordinator,8.0,85000.0
31.0,male,bachelor's degree,operations manager,5.0,70000.0
27.0,female,master's degree,human resources coordinator,3.0,50000.0
42.0,male,phd,data scientist,13.0,140000.0
28.0,male,high school,junior sales associate,2.0,35000.0
39.0,female,master's degree,marketing manager,10.0,110000.0
31.0,male,bachelor's degree,software engineer,4.0,65000.0
27.0,male,bachelor's degree,software engineer,3.0,60000.0
38.0,female,master's degree,marketing manager,9.0,100000.0
44.0,male,phd,data scientist,15.0,150000.0
30.0,female,bachelor's degree,human resources coordinator,4.0,55000.0
23.0,male,high school,junior sales associate,1.0,30000.0
28.0,female,master's degree,software developer,5.0,70000.0
34.0,male,bachelor's degree,operations manager,8.0,90000.0
25.0,female,master's degree,marketing coordinator,2.0,40000.0
41.0,male,phd,data scientist,12.0,130000.0
33.0,female,bachelor's degree,human resources manager,6.0,75000.0
26.0,male,high school,junior sales associate,2.0,35000.0
37.0,female,master's degree,marketing manager,10.0,110000.0
29.0,male,bachelor's degree,software engineer,4.0,65000.0
46.0,male,phd,data scientist,18.0,180000.0
26.0,female,bachelor's degree,junior software developer,1.0,35000.0
39.0,female,master's degree,human resources manager,11.0,120000.0
32.0,male,bachelor's degree,operations manager,6.0,75000.0
28.0,female,high school,junior sales associate,1.0,30000.0
43.0,male,phd,data scientist,16.0,160000.0
27.0,male,bachelor's degree,software developer,3.0,60000.0
35.0,female,master's degree,marketing coordinator,8.0,85000.0
30.0,male,bachelor's degree,operations manager,5.0,70000.0
26.0,female,master's degree,human resources coordinator,3.0,50000.0
41.0,male,phd,data scientist,13.0,140000.0
24.0,male,bachelor's degree,software engineer,2.0,55000.0
32.0,female,master's degree,marketing manager,7.0,90000.0
45.0,male,phd,data scientist,16.0,160000.0
28.0,female,bachelor's degree,human resources coordinator,4.0,60000.0
22.0,male,high school,junior sales associate,1.0,25000.0
36.0,male,bachelor's degree,operations manager,8.0,100000.0
27.0,female,bachelor's degree,marketing coordinator,3.0,45000.0
42.0,male,phd,data scientist,14.0,140000.0
25.0,male,high school,junior sales associate,2.0,30000.0
39.0,female,master's degree,marketing manager,11.0,120000.0
47.0,male,phd,data scientist,19.0,190000.0
40.0,female,master's degree,human resources manager,12.0,130000.0
33.0,male,bachelor's degree,operations manager,7.0,85000.0
29.0,female,high school,junior sales associate,1.0,25000.0
28.0,male,bachelor's degree,software developer,3.0,60000.0
36.0,female,master's degree,marketing coordinator,9.0,100000.0
31.0,male,bachelor's degree,operations manager,6.0,75000.0
26.0,male,high school,junior sales associate,2.0,30000.0
31.0,male,bachelor's degree,software engineer,5.0,80000.0
27.0,female,master's degree,marketing manager,3.0,60000.0
38.0,male,phd,data scientist,12.0,130000.0
29.0,female,bachelor's degree,human resources coordinator,2.0,45000.0
23.0,male,high school,junior sales associate,1.0,25000.0
32.0,female,master's degree,software developer,7.0,90000.0
44.0,male,bachelor's degree,operations manager,18.0,170000.0
26.0,female,bachelor's degree,marketing coordinator,2.0,40000.0
40.0,male,phd,data scientist,15.0,150000.0
33.0,female,bachelor's degree,human resources manager,8.0,95000.0
24.0,male,high school,junior sales associate,1.0,25000.0
35.0,female,master's degree,marketing manager,10.0,110000.0
29.0,male,bachelor's degree,software engineer,4.0,70000.0
49.0,male,phd,data scientist,22.0,220000.0
26.0,female,bachelor's degree,junior software developer,2.0,35000.0
41.0,female,master's degree,human resources manager,13.0,140000.0
36.0,male,bachelor's degree,operations manager,9.0,110000.0
28.0,female,high school,junior sales associate,1.0,25000.0
29.0,male,bachelor's degree,software developer,5.0,80000.0
39.0,female,master's degree,marketing coordinator,11.0,120000.0
32.0,male,bachelor's degree,operations manager,6.0,90000.0
28.0,female,master's degree,human resources coordinator,2.0,45000.0
34.0,male,bachelor's degree,software engineer,6.0,85000.0
31.0,female,master's degree,marketing manager,4.0,62000.0
41.0,male,phd,data scientist,13.0,138000.0
27.0,female,bachelor's degree,human resources coordinator,2.0,47000.0
25.0,male,high school,junior sales associate,1.0,26000.0
33.0,female,master's degree,software developer,8.0,95000.0
45.0,male,bachelor's degree,operations manager,19.0,174000.0
28.0,female,bachelor's degree,marketing coordinator,2.0,41000.0
42.0,male,phd,data scientist,16.0,162000.0
34.0,female,bachelor's degree,human resources manager,9.0,99000.0
23.0,male,high school,junior sales associate,1.0,26000.0
36.0,female,master's degree,marketing manager,11.0,117000.0
30.0,male,bachelor's degree,software engineer,5.0,75000.0
50.0,male,phd,data scientist,23.0,225000.0
27.0,female,bachelor's degree,junior software developer,2.0,36000.0
43.0,female,master's degree,human resources manager,14.0,146000.0
37.0,male,bachelor's degree,operations manager,10.0,113000.0
29.0,female,high school,junior sales associate,1.0,26000.0
44.0,male,phd,data scientist,17.0,168000.0
30.0,male,bachelor's degree,software developer,6.0,85000.0
40.0,female,master's degree,marketing coordinator,12.0,122000.0
33.0,male,bachelor's degree,operations manager,7.0,96000.0
29.0,female,master's degree,human resources coordinator,3.0,49000.0
43.0,male,phd,data scientist,16.0,162000.0
32.0,female,master's degree,software developer,8.0,95000.0
24.0,male,high school,junior sales associate,1.0,26000.0
31.0,female,master's degree,marketing manager,5.0,68000.0
39.0,male,bachelor's degree,operations manager,13.0,127000.0
25.0,female,bachelor's degree,human resources coordinator,2.0,47000.0
41.0,male,phd,data scientist,15.0,155000.0
35.0,female,bachelor's degree,human resources manager,8.0,92000.0
26.0,male,high school,junior sales associate,1.0,26000.0
37.0,female,master's degree,marketing manager,12.0,125000.0
29.0,male,bachelor's degree,software engineer,4.0,71000.0
51.0,male,phd,data scientist,24.0,240000.0
28.0,female,bachelor's degree,junior software developer,2.0,36000.0
44.0,female,master's degree,human resources manager,15.0,152000.0
38.0,male,bachelor's degree,operations manager,11.0,119000.0
30.0,female,high school,junior sales associate,1.0,26000.0
45.0,male,phd,data scientist,19.0,190000.0
31.0,male,bachelor's degree,software developer,6.0,85000.0
41.0,female,master's degree,marketing coordinator,13.0,131000.0
34.0,male,bachelor's degree,operations manager,8.0,101000.0
30.0,female,master's degree,human resources coordinator,3.0,49000.0
44.0,male,phd,data scientist,18.0,182000.0
27.0,male,bachelor's degree,software developer,3.0,62000.0
42.0,female,master's degree,marketing manager,16.0,137000.0
35.0,male,phd,data scientist,9.0,112000.0
33.0,male,high school,junior sales associate,1.0,25000.0
36.0,female,bachelor's degree,operations manager,7.0,91000.0
43.0,male,phd,data scientist,17.0,179000.0
31.0,female,bachelor's degree,software engineer,5.0,74000.0
49.0,male,master's degree,marketing manager,23.0,228000.0
28.0,female,bachelor's degree,junior software developer,2.0,37000.0
45.0,female,phd,data scientist,19.0,193000.0
30.0,female,high school,junior sales associate,1.0,25000.0
45.0,male,master's degree,marketing manager,20.0,204000.0
27.0,female,bachelor's degree,software developer,3.0,61000.0
41.0,male,phd,data scientist,15.0,157000.0
35.0,female,master's degree,human resources manager,8.0,92000.0
26.0,male,bachelor's degree,software engineer,1.0,52000.0
30.0,female,bachelor's degree,marketing coordinator,4.0,58000.0
48.0,male,phd,data scientist,22.0,219000.0
32.0,female,master's degree,marketing manager,6.0,77000.0
34.0,male,bachelor's degree,operations manager,8.0,104000.0
31.0,female,high school,junior sales associate,1.0,25000.0
44.0,female,phd,data scientist,18.0,183000.0
31.0,female,master's degree,director of hr,6.0,95000.0
28.0,male,bachelor's degree,junior web developer,2.0,45000.0
29.0,female,master's degree,senior hr generalist,4.0,70000.0
35.0,male,phd,senior human resources manager,10.0,110000.0
26.0,female,high school,web developer,1.0,35000.0
32.0,male,bachelor's degree,junior hr generalist,5.0,60000.0
27.0,female,master's degree,web developer,2.0,50000.0
39.0,male,master's degree,director of hr,12.0,120000.0
23.0,female,bachelor's degree,junior hr generalist,1.0,32000.0
30.0,male,bachelor's degree,web developer,4.0,65000.0
26.0,female,bachelor's degree,junior hr coordinator,1.0,35000.0
42.0,male,phd,senior human resources manager,14.0,130000.0
34.0,female,master's degree,director of hr,9.0,95000.0
28.0,male,high school,juniour hr generalist,2.0,43000.0
31.0,female,bachelor's degree,junior hr coordinator,4.0,50000.0
29.0,male,bachelor's degree,web developer,3.0,60000.0
35.0,female,master's degree,senior hr generalist,8.0,80000.0
26.0,male,master's degree,junior web developer,2.0,48000.0
40.0,female,phd,director of hr,13.0,125000.0
34.0,male,bachelor's degree,web developer,7.0,85000.0
26.0,female,bachelor's degree,junior hr generalist,2.0,42000.0
29.0,male,master's degree,senior hr generalist,4.0,70000.0
25.0,female,high school,juniour hr coordinator,1.0,32000.0
33.0,male,master's degree,web developer,6.0,80000.0
27.0,female,bachelor's degree,junior hr generalist,2.0,42000.0
31.0,male,phd,senior human resources manager,7.0,90000.0
24.0,male,bachelor's degree,junior web developer,1.0,40000.0
42.0,female,master's degree,senior hr generalist,12.0,110000.0
34.0,male,master's degree,director of hr,10.0,105000.0
28.0,female,bachelor's degree,junior hr generalist,3.0,50000.0
33.0,male,phd,director of hr,8.0,95000.0
29.0,female,bachelor's degree,web developer,3.0,60000.0
25.0,male,high school,junior hr generalist,2.0,40000.0
26.0,female,master's degree,senior hr generalist,2.0,55000.0
30.0,male,bachelor's degree,web developer,5.0,70000.0
24.0,female,high school,juniour hr coordinator,1.0,32000.0
31.0,male,master's degree,director of hr,7.0,90000.0
27.0,female,bachelor's degree,web developer,2.0,50000.0
26.0,female,bachelor's degree,junior hr generalist,1.0,32000.0
32.0,male,master's degree,web developer,6.0,80000.0
25.0,male,high school,web developer,2.0,45000.0
33.0,female,bachelor's degree,junior hr generalist,7.0,65000.0
27.0,male,master's degree,web developer,2.0,50000.0
28.0,female,bachelor's degree,junior hr coordinator,3.0,45000.0
34.0,male,phd,director of hr,9.0,95000.0
30.0,female,bachelor's degree,web developer,4.0,65000.0
26.0,male,bachelor's degree,junior hr coordinator,2.0,38000.0
42.0,female,master's degree,senior human resources manager,13.0,125000.0
34.0,male,master's degree,web developer,8.0,90000.0
28.0,female,high school,juniour hr generalist,2.0,43000.0
31.0,male,bachelor's degree,junior hr generalist,5.0,60000.0
29.0,female,master's degree,web developer,3.0,60000.0
26.0,female,bachelor's degree,web developer,1.0,35000.0
32.0,male,master's degree,director of hr,6.0,95000.0
27.0,female,master's degree,junior hr generalist,2.0,42000.0
39.0,male,master's degree,senior hr generalist,11.0,100000.0
23.0,female,bachelor's degree,junior hr coordinator,1.0,32000.0
42.0,male,phd,director of hr,14.0,130000.0
28.0,male,high school,junior web developer,2.0,43000.0
25.0,female,high school,junior hr coordinator,1.0,32000.0
31.0,female,bachelor's degree,junior hr coordinator,4.0,500.0
27.0,female,bachelor's degree,junior software engineer,1.0,45000.0
33.0,male,master's degree,senior data scientist,8.0,120000.0
29.0,female,bachelor's degree,marketing coordinator,3.0,55000.0
31.0,male,bachelor's degree,junior marketing manager,5.0,70000.0
38.0,female,phd,senior research scientist,12.0,140000.0
25.0,male,high school,junior sales associate,1.0,30000.0
32.0,female,master's degree,senior software engineer,7.0,100000.0
27.0,male,bachelor's degree,junior data analyst,2.0,50000.0
29.0,female,bachelor's degree,junior marketing manager,3.0,55000.0
35.0,male,phd,senior research scientist,10.0,130000.0
26.0,female,bachelor's degree,junior software engineer,1.0,45000.0
28.0,female,bachelor's degree,junior software engineer,2.0,48000.0
36.0,male,master's degree,senior data scientist,9.0,125000.0
30.0,female,bachelor's degree,marketing coordinator,4.0,57000.0
32.0,male,bachelor's degree,junior marketing manager,6.0,72000.0
39.0,female,phd,senior research scientist,13.0,145000.0
26.0,male,high school,junior sales associate,2.0,31000.0
33.0,female,master's degree,senior software engineer,8.0,105000.0
28.0,male,bachelor's degree,junior data analyst,3.0,52000.0
30.0,female,bachelor's degree,junior marketing manager,4.0,57000.0
36.0,male,phd,senior research scientist,11.0,135000.0
27.0,female,bachelor's degree,junior software engineer,2.0,48000.0
34.0,male,master's degree,senior data scientist,9.0,125000.0
26.0,male,bachelor's degree,senior product marketing manager,5.0,85000.0
28.0,female,master's degree,marketing manager,7.0,110000.0
34.0,male,phd,director of marketing,12.0,170000.0
31.0,male,bachelor's degree,sales director,9.0,140000.0
24.0,female,high school,sales associate,1.0,30000.0
29.0,male,bachelor's degree,digital marketing manager,6.0,95000.0
27.0,female,master's degree,content marketing manager,4.0,80000.0
33.0,male,phd,sales director,10.0,155000.0
21.0,female,high school,junior sales representative,0.0,25000.0
36.0,male,bachelor's degree,sales manager,11.0,160000.0
25.0,female,bachelor's degree,marketing manager,3.0,65000.0
30.0,male,master's degree,financial manager,7.0,120000.0
28.0,female,phd,director of marketing,6.0,105000.0
22.0,female,high school,sales associate,0.0,25000.0
45.0,male,bachelor's degree,financial manager,21.0,250000.0
31.0,female,master's degree,content marketing manager,8.0,120000.0
28.0,male,bachelor's degree,digital marketing manager,4.0,80000.0
29.0,male,bachelor's degree,senior product marketing manager,6.0,100000.0
35.0,female,phd,director of marketing,12.0,170000.0
27.0,male,high school,sales representative,3.0,50000.0
33.0,female,bachelor's degree,marketing manager,9.0,140000.0
25.0,female,bachelor's degree,marketing manager,2.0,55000.0
29.0,female,master's degree,content marketing manager,4.0,80000.0
23.0,male,bachelor's degree,software engineer,1.0,60000.0
39.0,female,master's degree,marketing manager,12.0,150000.0
28.0,male,bachelor's degree,financial analyst,4.0,80000.0
31.0,female,phd,research scientist,8.0,120000.0
35.0,male,bachelor's degree,project manager,10.0,130000.0
27.0,female,bachelor's degree,graphic designer,2.0,50000.0
42.0,male,master's degree,senior software engineer,18.0,180000.0
29.0,female,bachelor's degree,digital marketing specialist,3.0,60000.0
33.0,male,bachelor's degree,marketing manager,7.0,110000.0
24.0,female,high school,sales associate,0.0,25000.0
30.0,male,master's degree,financial analyst,6.0,100000.0
26.0,female,bachelor's degree,social media manager,3.0,55000.0
32.0,male,phd,data scientist,9.0,140000.0
22.0,female,high school,receptionist,0.0,25000.0
37.0,male,bachelor's degree,product manager,12.0,150000.0
38.0,female,master's degree,marketing director,14.0,170000.0
25.0,male,bachelor's degree,junior software engineer,1.0,55000.0
29.0,female,bachelor's degree,marketing coordinator,4.0,65000.0
27.0,male,bachelor's degree,product designer,3.0,60000.0
34.0,female,phd,research director,10.0,150000.0
26.0,male,bachelor's degree,marketing analyst,2.0,50000.0
31.0,female,master's degree,financial manager,7.0,120000.0
26.0,female,bachelor's degree,social m,,
28.0,male,bachelor's degree,software engineer,3.0,85000.0
36.0,female,master's degree,marketing director,11.0,160000.0
25.0,male,bachelor's degree,financial analyst,1.0,55000.0
29.0,female,phd,data scientist,5.0,100000.0
33.0,male,bachelor's degree,project manager,8.0,120000.0
43.0,male,master's degree,senior software engineer,19.0,185000.0
30.0,female,bachelor's degree,digital marketing specialist,4.0,65000.0
34.0,male,bachelor's degree,marketing manager,9.0,130000.0
25.0,female,high school,sales associate,0.0,25000.0
31.0,male,master's degree,financial analyst,6.0,100000.0
27.0,female,bachelor's degree,social media manager,3.0,55000.0
33.0,male,phd,research scientist,10.0,150000.0
23.0,female,high school,receptionist,0.0,25000.0
38.0,male,bachelor's degree,product manager,13.0,160000.0
39.0,female,master's degree,marketing manager,14.0,170000.0
26.0,male,bachelor's degree,junior software engineer,1.0,55000.0
30.0,female,bachelor's degree,marketing coordinator,4.0,65000.0
28.0,male,bachelor's degree,product designer,3.0,60000.0
35.0,female,phd,research director,11.0,160000.0
27.0,male,bachelor's degree,marketing analyst,2.0,50000.0
32.0,female,master's degree,financial manager,8.0,120000.0
27.0,male,bachelor's degree,software engineer,3.0,85000.0
35.0,female,master's degree,marketing director,11.0,160000.0
24.0,male,bachelor's degree,financial analyst,1.0,55000.0
28.0,female,phd,data scientist,5.0,100000.0
32.0,male,bachelor's degree,project manager,8.0,120000.0
26.0,female,bachelor's degree,graphic designer,2.0,50000.0
41.0,male,master's degree,senior software engineer,19.0,185000.0
29.0,female,bachelor's degree,digital marketing specialist,4.0,65000.0
33.0,male,bachelor's degree,marketing manager,9.0,130000.0
32.0,male,phd,research scientist,10.0,150000.0
37.0,male,bachelor's degree,product manager,13.0,160000.0
38.0,female,master's degree,marketing manager,14.0,170000.0
27.0,male,bachelor's degree,junior software engineer,1.0,55000.0
31.0,female,bachelor's degree,marketing coordinator,4.0,65000.0
29.0,male,bachelor's degree,product designer,3.0,60000.0
34.0,female,phd,research director,11.0,160000.0
31.0,female,master's degree,financial manager,8.0,120000.0
26.0,female,bachelor's degree,social media man,7.0,100000.0
31.0,male,bachelor's degree,software engineer,7.0,120000.0
33.0,male,master's degree,marketing manager,9.0,130000.0
29.0,female,high school,customer service representative,3.0,35000.0
36.0,male,phd,research scientist,13.0,160000.0
27.0,female,bachelor's degree,marketing coordinator,2.0,50000.0
31.0,male,bachelor's degree,project manager,6.0,100000.0
28.0,female,master's degree,financial analyst,4.0,80000.0
25.0,male,bachelor's degree,software engineer,1.0,60000.0
30.0,female,bachelor's degree,sales manager,5.0,90000.0
34.0,male,phd,research director,11.0,170000.0
28.0,female,bachelor's degree,marketing analyst,3.0,60000.0
32.0,male,bachelor's degree,product manager,7.0,120000.0
24.0,female,high school,receptionist,0.0,25000.0
37.0,male,master's degree,marketing director,14.0,180000.0
39.0,female,bachelor's degree,financial manager,16.0,200000.0
26.0,male,bachelor's degree,product designer,2.0,50000.0
31.0,female,phd,data scientist,8.0,140000.0
29.0,male,bachelor's degree,marketing analyst,4.0,70000.0
33.0,female,master's degree,marketing manager,9.0,130000.0
27.0,male,bachelor's degree,software engineer,3.0,80000.0
36.0,female,phd,research scientist,12.0,160000.0
25.0,male,bachelor's degree,product manager,1.0,55000.0
30.0,female,bachelor's degree,marketing coordinator,5.0,85000.0
28.0,female,bachelor's degree,marketing coordinator,3.0,60000.0
33.0,male,master's degree,software engineer,9.0,120000.0
26.0,female,bachelor's degree,graphic designer,1.0,45000.0
29.0,male,bachelor's degree,product manager,5.0,80000.0
35.0,female,phd,research scientist,11.0,150000.0
27.0,male,bachelor's degree,software engineer,2.0,65000.0
31.0,female,bachelor's degree,marketing manager,7.0,100000.0
28.0,male,master's degree,financial analyst,4.0,90000.0
24.0,female,bachelor's degree,marketing analyst,0.0,40000.0
30.0,male,bachelor's degree,project manager,6.0,110000.0
34.0,female,phd,research director,12.0,170000.0
27.0,male,bachelor's degree,software engineer,3.0,75000.0
33.0,female,master's degree,marketing manager,8.0,120000.0
25.0,female,high school,customer service representative,1.0,30000.0
36.0,male,phd,research scientist,13.0,180000.0
39.0,female,bachelor's degree,financial manager,15.0,200000.0
26.0,male,bachelor's degree,product designer,1.0,50000.0
28.0,male,bachelor's degree,marketing analyst,3.0,65000.0
32.0,female,bachelor's degree,product manager,7.0,110000.0
24.0,male,high school,delivery driver,0.0,28000.0
37.0,male,master's degree,marketing director,14.0,190000.0
39.0,female,bachelor's degree,financial manager,16.0,210000.0
26.0,male,bachelor's degree,product designer,2.0,55000.0
36.0,female,phd,research scientist,12.0,170000.0
25.0,male,bachelor's degree,product manager,1.0,60000.0
30.0,female,bachelor's degree,marketing coordinator,5.0,90000.0
34.0,male,phd,research director,11.0,160000.0
29.0,male,bachelor's degree,software engineer,3.0,75000.0
32.0,female,master's degree,marketing manager,8.0,120000.0
27.0,male,bachelor's degree,product manager,2.0,65000.0
30.0,female,phd,data scientist,6.0,100000.0
36.0,male,bachelor's degree,financial analyst,11.0,150000.0
27.0,male,phd,marketing coordinator,7.0,120000.0
33.0,male,master's degree,software engineer,8.0,120000.0
27.0,female,bachelor's degree,product manager,2.0,65000.0
30.0,male,phd,data scientist,6.0,100000.0
36.0,female,bachelor's degree,financial analyst,11.0,150000.0
29.0,male,bachelor's degree,marketing analyst,3.0,65000.0
32.0,female,master's degree,software engineer,9.0,120000.0
26.0,male,bachelor's degree,graphic designer,1.0,45000.0
29.0,female,bachelor's degree,product manager,5.0,80000.0
35.0,male,phd,research scientist,11.0,150000.0
34.0,male,master's degree,software engineer,9.0,125000.0
28.0,female,bachelor's degree,product manager,3.0,70000.0
31.0,male,phd,data scientist,7.0,110000.0
37.0,female,bachelor's degree,financial analyst,12.0,160000.0
30.0,male,bachelor's degree,marketing analyst,4.0,75000.0
33.0,female,master's degree,software engineer,8.0,120000.0
27.0,male,bachelor's degree,graphic designer,2.0,50000.0
